,RESOLUCAO,EMPRESA,AUTORIZACAO,NOME_PRODUTO_MARCA,NUMERO_PROCESSO,NUMERO_REGISTRO,VENDA_EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE_PRODUTO,CATEGORIA,ASSUNTO_PETICAO,EXPEDIENTE_PETICAO,VERSAO
335,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.107-9,PRODUTO DE VENDA LIVRE,01/2032,ALGAS MARINHAS + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
336,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SENIR EMBALAGENS LTDA,3.03193-1,Desinfetante Concentrado Barbarex,5351.169500/2021-49,3.3193.0039.108-7,PRODUTO DE VENDA LIVRE,01/2032,ALGAS MARINHAS + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3205061 DESINFETANTE PARA USO GERAL,30020 REG. SANEANTES - Registro de produtos saneantes,None,None
337,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SICAR INDUSTRIA E COMERCIO DE PRODUTOS PARA PISCINAS LTDA,3.02608-1,ALGICIDA MANUTENÇÃO - MONTREAL,5351.438023/2005-57,000,PRODUTO DE VENDA LIVRE,01/1970,FILME POLIAMIDA + CAIXA DE PAPELÃO,24 Meses,3210014 ALGICIDA,392 REG. SANEANTES - Novo Prazo de Validade de Produto,4229248/21-1,None
338,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",Spartan do Brasil Produtos Químicos Ltda.,3.00018-9,PORTOLAB CLEANMAX,5351.014708/00-44,3.0018.0114.001-8,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,03/2026,BOMBONA PLASTICA + CAIXA DE PAPELAO,2 Ano(s),3203018 DETERGENTE PROFISSIONAL DESINCRUSTANTE ÁCIDO,389 REG. SANEANTES - Alteração de Rotulagem de Produto,8438796/21-4,None
339,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",SYNGENTA PROTEÇÃO DE CULTIVOS LTDA,3.00119-8,RESOLVA INSETICIDA CONCENTRADO,5351.404189/2011-07,3.0119.6654.001-1,PRODUTO DE VENDA LIVRE,02/2027,FRASCO + CAIXA DE PAPELAO,3 Ano(s),3222019 JARDINAGEM AMADORA,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4741649/21-1,None
340,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",UNIJOHN SISTEMAS DE LIMPEZA LTDA,3.02467-2,QUALYCLOR L SISTEMA LÍQUIDO,5351.349717/2016-71,3.2467.0073.001-7,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,11/2026,BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA,6 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4743765/21-8,None
341,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",UNIJOHN SISTEMAS DE LIMPEZA LTDA,3.02467-2,QUALYCLOR DESINFETANTE PARA ROUPAS HOSPITALARES,5351.405717/2012-32,3.2467.0061.001-1,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,12/2027,BALDE PLASTICO + ACONDICIONAMENTO NAO PREVISTO NA TABELA,12 Meses,3222050 DESINFETANTE PARA ROUPAS HOSPITALARES,389 REG. SANEANTES - Alteração de Rotulagem de Produto,4743669/21-9,None
342,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",WALTER INDÚSTRIA E COMÉRCIO LTDA,3.04754-6,ALUSTAR FOAM,5351.386791/2021-38,000,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/1970,GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30014 REG. SANEANTES - Desistência de petição/processo a pedido,4357330/21-1,None
343,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",WALTER INDÚSTRIA E COMÉRCIO LTDA,3.04754-6,ALUSTAR FOAM,5351.386791/2021-38,000,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/1970,BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30014 REG. SANEANTES - Desistência de petição/processo a pedido,4357330/21-1,None
344,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",WALTER INDÚSTRIA E COMÉRCIO LTDA,3.04754-6,ALUSTAR FOAM,5351.386791/2021-38,000,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/1970,RESERVATÓRIO IBC + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30014 REG. SANEANTES - Desistência de petição/processo a pedido,4357330/21-1,None
345,"RESOLUÇÃO-RE Nº 175, DE 20 DE JANEIRO DE 2022",WALTER INDÚSTRIA E COMÉRCIO LTDA,3.04754-6,ALUSTAR FOAM,5351.386791/2021-38,000,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA,01/1970,TAMBOR PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA,24 Meses,3103084 DESENGRAXANTE,30014 REG. SANEANTES - Desistência de petição/processo a pedido,4357330/21-1',None
